2017-01-11	Senior Build-Release engineer	Object Information Service	Dallas, TX	[\nLooking to fill a \xa0longterm CONTRACT position with our client , Retail Client , in Dallas, TXPlease send me your resume along with best contact and \xa0Salary Expectations to sam@objectinformation.com\xa0Senior Release Engineer- \xa0This is a Senior Role - Min 8 to 10 years of experience required. LOCALS strongly preferred\xa0Installation and Configuration of MSBuild build Server, creating build agents and Build Controllers.Creating Build definition using Build template in TFS.Customizing MSBuild build templates to meet the project requirements.Using MSBuild for building projects.Automating build process.Customization of TFS build definitions to automate TFS build process.Installation of MS Build extension pack and Team Foundation Power ToolsAutomation of Test Cases using MSBuild..Working with Teams configuration and release management teams\xa0ThanksSam\xa0\xa0Sam\xa0 RastogiSr\xa0 Technical RecruiterObject Information Services, Inc.1755 N Collins Blvd, #220Richardson TXDirect Line :469 857 8175Cell :\xa0 978 902 1931Fax:888-393-4021\xa0\n]	[]
2017-02-03	Engineer, Software	General Dynamics Information Technology	Reston, VA	[\nJob Description Researches, designs, develops and/or modifies enterprise-wide systems and/or applications software.1. Participates in the design and coding of software products. 2. Performs systems modeling, simulation, and analysis. 3. Prepares comprehensive test plans and conducts tests. 4. Analyzes test results and recommends moderately complex corrections to more experienced software engineers. 5. Designs and develops compilers, assemblers, utility programs, and operating systems. 6. Advises hardware engineers on machine characteristics that affect software systems, such as storage capacity, processing speed, and input/output requirements. 7. Writes and updates technical documentation such as user manuals, system documentation, and training materials. 8. Troubleshoots problems and provides customer support for software operating system and application issues. 9. Maintains current knowledge of relevant technology as assigned. 10. Participates in special projects as required.Education Bachelors Degree in Computer Science, Engineering or a related technical discipline, or the equivalent combination of education, technical training, or work/military experience.Qualifications 2-5 years of related software development experience.As a trusted systems integrator for more than 50 years, General Dynamics Information Technology provides information technology (IT), systems engineering, professional services and simulation and training to customers in the defense, federal civilian government, health, homeland security, intelligence, state and local government and commercial sectors.With approximately 32,000 professionals worldwide, the company delivers IT enterprise solutions, manages large-scale, mission-critical IT programs and provides mission support services.GDIT is an Equal Opportunity/Affirmative Action Employer - Minorities/Females/Protected Veterans/Individuals with Disabilities.\xa0 Department:  Information Technology\n\t\t]	[\n\t\t\t\t\t\t\tAs a trusted systems integrator for more than 50 years, General Dynamics Information Technology provides information technology (IT), systems engineering, professional services and simulation and training to customers in the defense, federal civilian government, health, homeland security, intelligence, state and local government and commercial sectors. Headquartered in Fairfax, Va., with major offices worldwide, the company delivers IT enterprise solutions, manages large-scale, mission-critical IT programs and provides mission support services. General Dynamics Information Technology is one of two business units in the General Dynamics Information Systems and Technology business segment.\n\t\t\t\t\t\t]
2017-02-03	Senior Tax Accountant	CyberCoders	Bellevue, WA	[\n\t\t\tMinimum Required Skills:Recent public accounting experience, BS/BA in accounting or related field,  Certified Public AccountantIf you are a Senior Tax Accountant with experience, please read on!Located in Bellevue, WA, we are a fun CPA firm experiencing exceptional and continual growth. We have a unique environment that fosters creativity, rewards individuals who bring value to our clients, and provides work-life balance. Currently, we are seeking a Senior Tax Accountant with recent public accounting experience and a fun personality to join our growing team.Top Reasons to Work with UsWe offer competitive compensation packages including a base salary that ranges between $65k - $100k, medical benefits, generous PTO, and 401k &amp; profit sharing. We foster growth in a team environment, and have fun with what we do!What You Will Be Doing-Prepare complex individual, corporate, S-Corporation, Partnership and other entity tax returns- Review basic income and business tax returns- Develop rapport with existing client staff and leadershipWhat You Need for this Position- 5+ years experience in public accounting in a variety of industries - Licensed CPA or CPA candidate- BS in Accounting- Strong analytical, communication, and organizational skills- Strong written and verbal communication skillsWhat's In It for You- Vacation/5 weeks PTO- Full Medical benefits- Dental- Vision- Bonus- 401(k) &amp; Profit Sharing- A great team environmentSo, if you are a Senior Tax Accountant with experience, please apply today!Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright \xa9 1999 - 2017 . CyberCoders, Inc. All rights reserved.\n\t\t]	[\n\t\t\t\t\t\t\tCyberCoders has 10,507 jobs in many industries, including information technology, healthcare, finance and more. As recruiters we are always on the hunt for superior talent to fill these positions. Search or browse our listings, find one that matches you and then - Apply!\n\t\t\t\t\t\t]
2017-02-03	Senior Program Manager, PeopleSoft	CSRA	Columbia, SC	[\nSenior Program Manager, PeopleSoftAll times are in Eastern Standard Time. Requisition ID  2016-12228Job Locations  US-DC-Washington DC Posted Date  1/30/2017Category  Hidden (20639)Clearance Level Must Currently Possess  No Clearance RequiredTelecommuting Options  Some Telecommuting AllowedClearance Level Must Be Able to Obtain  No Clearance RequiredOpportunity Details: Overview: At CSRA, we combine next-generation IT with innovative solutions. Join us in helping our public sector customers meet challenges in an evolving digital world.   CSRA was formed through the combination of the North American Public Sector business of CSC and SRA International. With over 50 years of experience supporting U.S. government agencies and programs, our DNA is grounded in important mission work.  Our 18,000 employees understand that success is a matter of perseverance, courage, adaptability and experience. Come be a part of the CSRA team! CSRA is looking for a Senior Program Manager to lead our new program for a large PeopleSoft 9.2 HCM technology refresh program in support of a federal government agency.  Position is for full time employment and will be based in Washington, DC on customer site.Responsibilities: Manages subordinate management and/or experienced specialist employees who exercise significant latitude and independence. Often heads one or more departments.Works on issues where analysis of situations or data requires an in-depth knowledge of organizational objectives. Implements strategic policies when selecting methods, techniques, and evaluation criteria for obtaining results. Establishes and assures adherence to budgets, schedules, work plans, and performance requirements.Establishes operating policies and procedures that affect departments and subordinate sections and work units. Interprets company-wide policies and procedures. Develops budgets, schedules and performance standards.Assignments are objective oriented. Work is reviewed in terms of meeting the organization's objectives and timelines.Decisions have an extended impact on work processes and outcomes. Erroneous decisions result in critical delays and modifications to projects or operations; cause substantial expenditure of additional time, human resources and funds; and jeopardize future business activity.Interacts frequently with internal and external management and senior-level customer representatives concerning projects, operational decisions, scheduling requirements, and/or contractual clarifications. Leads briefings and technical meetings for internal and external representatives.Qualifications: Required :Bachelors and 10+ years\u2019 experience in full lifecycle PeopleSoft implementations (or equivalent combination of education and experience) Proficiency in PeopleSoft HCM 9.2 Functionality Proficiency in PeopleTools 8.5x Competencies: Excellent written and verbal communications skills Demonstrated understanding of QA principles Desired :PMI PMP Certification #dicepost\n]	[\n\t\t\t\t\t\t\tEnduring Values. Inspired Performance. Every day CSRA makes a difference in how the government serves our country and our citizens. We are inspired by the important missions of our customers and we believe that by working together we can deliver exceptional solutions and services to enable the safety, security, health and well-being of our nation. CSRA delivers a broad range of innovative, next-generation IT solutions and professional services to help our customers modernize their legacy systems, protect their networks and assets, and improve the effectiveness and efficiency of mission-critical functions for our warfighters and our citizens. Our 18,000 employees understand that success is a matter of perseverance, courage, adaptability and experience. We remain focused on our customers at all times, demonstrate ethical leadership, commit to excellence in program execution, aspire to achieve great things for our customers, and are inspired to deliver exceptional results to help our customers succeed. Our outstanding teams collaborate with our customers, business partners and with each other to deliver the best technologies and solutions aligned to critical mission requirements.\n\t\t\t\t\t\t]
2017-01-30	Project Manager (PMP Certified)	BM Associates, Inc.	Sacramento, CA	[\nJob Title: Project Manager (PMP Certified)Location: Sacramento, CADuration: 24 MonthsJob requirement:Minimum Qualifications:Candidates who applying for this position are requested to have a valid PMP certificate.A minimum of ten (10) years of progressively responsible project management experience with a specialization of technical knowledge. Requires management and technical competencies in specific aspects of the project phases including requirements, design, development, implementation, testing, training, deployment and maintenance of various computer systems.A minimum of five (5) years full time equivalent (FTE) experience working on large-scale projects for the Federal, State,or local governments (e.g.countyorcity) working and coordinating with multiple agencies.A minimumof five (5) years\u2019experienceperformingleadPMactivities in State department ssuch as California Department of Fish and Wildlife (CDFW), DPR, Department of Forestry and Fire Protection (CalFIRE), California Coastal Commission, Department of Water Resources (DWR), Department of Conservation and/or similar State agencies/department.Proven experience working with control agencies such as California Departmentof Technology (CDT) and the Department of GeneralServices (DGS) as well as other control entities and agencies\u2019 requirements.A copy of a current Project Management Professional (PMP) certification is required.Experience with Project Management Body of Knowledge (PMBOK), California Project Management Methodology(CA-PMM) and similar Project Management (PM) methodologies.Total years of experience from more than one(1) project may meet this requirement.Experience as a Project Manager on medium to large projects.Experience will be demonstrated via a resume detailing past project work.\xa0\xa0\n]	[]
2017-02-03	Hyland Onbase Developer / Administrator	RedRiver Systems L.L.C.	Addison, TX	[\nThis is a long term contract 2 year project opportunity for an OnBase Developer / Administrator Consultant to work on a major project for a 100 year old\xa0Dallas Corporation in the Financial Services / Banking industry.This corporation is going through a major transformation of their platforms and this project is to migrate from a paper based environment to an OnBase document / content management\xa0 environment. \xa0 \xa0You will be the ongoing resource for OnBase in the company including building workflows for multiple phases of the ongoing projects. You will work with the Project Management team and the business to integrate OnBase into the existing\xa0applications and environment. \xa0You will administer the application and help with the integration of the OnBase application to the other applications and systems within the corporation.You must have experience with both OnBase development and administration. C# development experience a plus.Other features of this company include :Onsite Gym ( also has classes ), reading and relaxation area (no cell phones allowed), smoothie bar, fresh fruit put out daily, flat screens on all floors, dry cleaners on-site, book club, Ted Talk lunch and learns, bring your child to work day ( scrap book and art projects), fundraisers by both corporate and department\xa0( Arlington Night Shelter, SPCA, Meals on Wheels ).RedRiver is an equal opportunity employer offering benefits to our employees including Medical, Dental, Vision, 401k, Life, LTD and AD&amp;D among others.\n]	[]
2017-01-31	Java production support	Rivi Consulting Group	Alpharetta, GA	[\nWork experience of 8+ years is must.Design and code from specifications, analyzes, evaluates, tests, debugs, documents, and implements complex software apps\xa0- Uses coding methods in specific programming languages to initiate or enhance program execution and functionality\xa0- Participate in the evaluation, recommendation, and selection of hardware and software solutions\xa0- Perform project management of estimating, scheduling, and monitoring tasks\xa0- Performs expert-level engineering tasks associated with the analysis, design, and development of computer software\xa0- Fluent in the JAVA programming language.\xa0- Design, code, and troubleshoot JAVA programs\xa0- MUST be expert WebSphere Application Sever administration\xa0- Interface with different departments within the organization regarding new deployments\xa0Requires a bachelor's degree in area of specialty and at least 8-10 years of experience in the field or in a related area\xa0- 8+ years experience with IIS\xa0- 8 + years Experience in UNIX/LINUX\xa0- 8+ years front-end integration experience working with development teams on the deployment of web based applications (Java)\xa0- Experience in configuring and installing technologies\xa0Support and troubleshoot JAVA based WebSphere applications:\xa0- uses troubleshooting and diagnostic skills to identify and resolve technical and functional issues.\n]	[]
2017-01-23	Sr. Messaging and Directory Services Engineer	Spring Lake Consulting	New York, NY	[\nOur client is seeking a Sr. Messaging and Directory Services Engineer. Location: New York, NYPosition Type: Full Time -Large Hedge fund is looking for a Sr. Messaging and Directory Services Engineer is responsible for technical design, implementation, and operational support across Messaging and Directory Services infrastructure.  The Messaging and Directory Services team lead is responsible for technical design, implementation, and operational support across Messaging and Directory Services infrastructure. You will be responsible for contributing to a program of change including the creation of ongoing framework of global standards in support of the company\u2019s business and technical goals.  Responsibilities:\u2022 Efficiently troubleshoot/prioritize issues and create a culture of root cause analysis\u2022 Responsible for configuration, management, and support of global Messaging and Directory Services infrastructure with careful regard to availability, connectivity, performance, and security\u2022 Provide escalation support to the IT Service Desk/Desktop support teams\u2022 Architect and implement automation ensuring a consistent and reliable environment\u2022 Coordinate vendor escalations by acting as a bridge between the vendor\u2019s engineering resources and Blackstone\u2022 Continuously move forward by researching new and emerging technologies\u2022 Participate and oversee efforts in audits related to Messaging and Directory Services infrastructureThe ideal candidate has worked extensively with a range of messaging services and heavily involved in design and implementation of global communications platform. Due to the demanding nature of Finance, the ability to learn rapidly and think outside the box is as important as the technical skills. Required Messaging Skills:\u2022 Expertise in designing, configuring, supporting and maintaining Microsoft Exchange 2010, 2013, or 2016 and Office 365\u2022 Complete understanding of Exchange architecture and all components (hub transports, edge servers, DAGs, etc)\u2022 In-depth knowledge of enterprise email services and all related sub-systems (email archive and journaling via Enterprise Vault, OWA, mailbox migrations, etc)\u2022 Excellent PowerShell skills to manage and automate all functions of Exchange\u2022 Experience with electronic communication capturing (Smarsh, Actiance, GlobalRelay, etc)\u2022 Experience with cloud-based spam gateways (Messagelabs, Proofpoint, etc)\u2022 Experience with MDM systems and the ability to architect/troubleshoot MobileIron, BlackBerry, etc\u2022 Understanding of Lync/Skype for Business topology and ability to architect/troubleshoot the environment\u2022 Knowledge of Exchange Web Services and application integration \u2022 Mastery of communication protocols including SMTP, MAPI, HTTP Required Directory Services\u2022 In-depth knowledge of Windows Active Directory infrastructure and all related services (DNS, DHCP, etc)\u2022 Proficient with Windows Server 2008R2/2012 system administration\u2022 Understanding of Group Policy, Certificate Authority and Authentication protocols (Kerberos/NTLM)\u2022 Understanding of Identity Management Services\u2022 Excellent PowerShell skills to manage and automate Active Directory and related services  The candidate should display the following:\u2022 Entrepreneurial attitude \u2022 Passion for learning with a keen desire to grow\u2022 Measured and rational approach\u2022 Excellent problem-solving skills\u2022 A positive team player with excellent communication skills\u2022 Great interpersonal skills and passion to build strong relationships\u2022 Organized, reliable and flexible\u2022 Thrives under pressure\u2022 Accountable to deadlines\u2022 Able to respond quickly to changing business needs\xa0Interview Process:- Initial Technical Phone/SKYPE screen- Manager (Supervisor) Reference Checks- Final in-person interviewYou can submit directly at, resumesint at springlakeconsulting dot com\n]	[]
2017-02-04	Senior Web Designer	Beacon Hill Staffing Group, LLC	Madison, WI	[\nI am currently hiring for one of my best clients in the Madison area who is in search of a Web Designer.  This is a very long-term contract opportunity.  If interested, please call Hannah at 608-819-7771 or email your resume to hseegers@beaconhillstaffing.com. Job Description:Responsible for building the website. Work will include consulting with staff as they develop SQL and Business Objects Universes, security layer over current database in preparation for the development of Widgets, data display tools such as tableau, work with communications office in design and text of website pages.Adobe Creative Suite, Acrobat Pro, Web Design, UI (User Interface) Design, HTML Data visualization software (e.g. Tableau)Proficiency in Adobe Dreamweaver, Microsoft SharePoint Designer, and/or other web design programsAbility to write in a variety of computer languages, including HTML or JavaCoding skills for CSS, HTML, HTML5, PHP and JavaBasic database administration skills for MySQL, Access and SQLExpert-level understanding of Flash and ActionScript for programmingFamiliarity with SEO (Search Engine Optimization) principlesExcellent abilities for multimedia content development, and content managementProficiencies in Microsoft Internet Explorer, Firefox, Chrome, Safari and other major internet browsers requiredExperience with responsive web design sites, including mobile. Knowledge of section 508 principles and WCAG2 Accessibility guidelines a plusExcellent written and verbal communication skillsAbility to convert concepts into user stories and prototypes to create great user experiencesSkills in multi-layered collaboration (e.g. with LMI and BITS staff) in a highly-structured, fast-paced environmentKnowledge of best practices in web standardsFind Us on Facebook!Follow Us on Twitter!Beacon Hill is an Equal Opportunity Employer that values the strength diversity brings to the workplace.Company Profile:Beacon Hill Technologies, a premier National Information Technology Staffing Group, provides world class technology talent across all industries on a contract, direct (permanent), contract-to-direct and project basis.  Beacon Hill Technologies' dedicated team of recruiting and staffing experts consistently delivers quality IT professionals to solve our customers' technical and business needs.Beacon Hill Technologies covers a broad spectrum of IT positions, including Project Management and Business Analysis, Programming/Development, Database, Infrastructure, Quality Assurance, Production/Support and ERP roles.Learn more about Beacon Hill Staffing Group and our specialty divisions, Beacon Hill Associates, Beacon Hill Financial, Beacon Hill HR, Beacon Hill Legal, Beacon Hill Pharma and Beacon Hill Technologies by visiting www.beaconhillstaffing.com.We look forward to working with you.Beacon Hill. Employing the Future\u2122\n\t\t]	[\n]
2017-02-04	Information Security Specialist	Robert Half Technology	Philadelphia, PA	[\nIT Risk Management: Identify and assist in management of technology-related risk. Maintain Information Security Risk Register. Assist with periodic reporting of risk profile to executive management and documenting management response to risk.  Conduct IT Risk Assessments for on-premise and cloud-based infrastructure, platforms, applications and key technology services in accordance with IT Risk Management Methodology. Assess risk associated with technology implementations and major IT changes to the environment.  Evaluation and management of exceptions and waivers, for example, related to internal security standards, unapproved software, web and email content filtering, password age, etc.  Work with IT Infrastructure to ensure security controls are adequately accounted for in BCP/DR planning and that business continuity implies continuity of security controls, where appropriate. IT Governance, Audit and Compliance:  Assist in operation of Information Security Management System (ISMS) based on ISO 27001:2013.  Coordinate with Internal Audit to facilitate annual IT internal audit program and participate in external ISO 27001 audits.  Assist in management of security control requirements from a variety of sources, including ISO 27001 annex controls, client requirements, legal/regulatory requirements and other sources.  Perform Change Management Governance, including monitoring of change-related risk, as well as identification of compliance issues and unmanaged change activity. Propose changes and improvements to change management practices.  Respond to security audits, questionnaires and assessments from clients and other outside parties. Assist marketing and procurement departments with security-related content in client RFPs and vendor agreements.  Analyze business and IT processes with respect to Information Security and recommend changes. Drive automation of governance and security-related processes. Security Policy Management:  Coordinate coverage of control requirements in Policies and Procedures and recommend policy changes and improvements as appropriate.  Coordinate periodic policy review and updates, according to firm policy. Coordinate Security Awareness Program:  Assist in strategic planning and curriculum for comprehensive awareness program.  Coordinate content requirements and delivery schedule for both broad-based and targeted security training.  Create and manage awareness content (in-house developed and third-party material).  Monitor and periodically report on participation in the program and assist in resolving compliance issues. Coordinate Third-Party Risk Management (TPRM) program:  Coordinate periodic assessment of IT vendor relationships. Track TPRM issues to resolution and report on progress.  Perform security reviews of vendor agreements, in coordination with Procurement and the General Counsel's office. Job Requirements QUALIFICATIONS Skills and Abilities:  Experience with various IT risk and threat assessment methodologies.  Experience with one or more major security governance, compliance or control frameworks, including the ISO 27000 series, COBIT, UCF, NIST 800-30, HIPAA, PCI-DSS, SSAE-16.  Experience developing and managing IT Security policies, procedures and standards.  Broad technical background in at least one major technical discipline, for example, IT infrastructure and systems engineering, networking, or application development. Broad familiarity with common operating systems and application architectures.  Broad understanding of common security technologies and architectures, including secure network design, secure system configuration and/or application security.  Working knowledge of network and security protocols including TCP/IP, SMTP, FTP, SSH, TLS, SSL, HTTP, IPSec and other VPN protocols. A successful candidate for this role has the following attributes and experience:  Results oriented, self-motivated and capable of performing several tasks simultaneously.  Strong analytical skills, troubleshooting and root-cause analysis.  Strong written and verbal communications skills. Ability to explain complex technical and security concepts to non-technical business stakeholders and management.  Excellent time management skills to effectively forward multiple objectives simultaneously.  The desire, commitment and ability to be a team player.  Professional attitude and presentation.  Bachelor's degree or equivalent experience.  Security or IT Certification including CISSP or CISA and GSEC or similar preferred.  At least 5-8 years of relevant experience in IT Risk Management and Information Security.\n\t\t]	[\n\t\t\t\t\t\t\tRobert Half Technology is committed to the industries we serve and to assisting them with their IT hiring needs. Our connections and strategic partners within the technology industry are second to none. We are proud members of the Microsoft Partner Network with gold and silver competencies, we have gold membership in the Oracle Partner Network, and we have exclusive relationships with The Wall Street Journal, HDI and the Association of IT Professionals. For job seekers, these connections can lead to top-rate opportunities within the IT recruitment arena. Our collaborative relationships around the world translate into support for all kinds of careers in IT, including IT support, software engineering, analytics and many other information technology areas of expertise.\n\t\t\t\t\t\t]
2017-02-03	Siebel Developer	CGI	Arlington, VA	[\n Position Description CGI is searching for a Siebel Developer to join our State Department staff in Arlington, VA. This position plays a key role in supporting the Agency's implementation of its strategic objectives as well as guiding the efforts of the CGI team. Our team is combining exceptional technical expertise and knowledge of our customer's business in order to deliver quality applications. The team delivers Operations &amp; Maintenance (O&amp;M) and Feature and Enhancement (F&amp;E). Your future duties and responsibilities * Facilitate communication between stakeholders, end users, and the technical team * Perform all activities related to the development of the enterprise Siebel CRM solution * Coordinate with the functional team to gather a detailed understanding of the business requirements * Participate and provide support in the analysis of the requirements, fit-gap analysis and the design of the solution * Define and document the technical design of the solution, including facilitating reviews and approvals * Develop and configure the Siebel technical modules including integrations as defined in the technical design document * Perform thorough unit testing of the developed modules including demonstrating the solution as required * Provide necessary support during system, integration and performance testing * Provide necessary support during end-user training as required * Provide necessary support for the deployment and migration of the configured solution across the various environments * Work with little or no supervision, be enthusiastic, detail oriented, quick learner and able to adapt changing requirements Required qualifications to be successful in this role * Due to the nature of the government contract requirements and/or clearance requirements, US citizenship is required * A Secret level Security Clearance (preferred) OR the ability to obtain and maintain a Secret level Security Clearance * Bachelor's Degree from an accredited college or university in a technical discipline required, equivalent experience will be considered in lieu of degree * At least seven (7) years of relevant experience required (at least ten  years of experience required without a degree) * At least five (5) years of experience configuring and developing enterprise solutions using Siebel required * Intricate knowledge and understanding of the technical and functional out-of-the-box features of the Siebel platform * Intricate knowledge of the Siebel architecture and framework including the configuration and use of Siebel workflow, Siebel communications and Siebel EIM * Extensive experience in configuration and integration of the Siebel CRM application using Siebel tools, Siebel eScript and Siebel EAI * Knowledge of Open UI and Soap UI * Proficiency in database (Oracle or SQL) preferred * Understanding of basic networking concepts, windows/Unix OS preferred * Knowledge of and work experience with Java, HTML5, CSS and JQuery preferred * Knowledge of and work experience with Business Intelligence Publisher and OBIEE preferred At CGI, we're a team of builders. We call our employees members because all who join CGI are building their own company - one that has grown to 65,000 professionals located in 40 countries. Founded in 1976, CGI is a leading IT and business process services firm committed to helping clients succeed. We have the global resources, expertise, stability and dedicated professionals needed to achieve results for our clients - and for our members. Come grow with us. Learn more at www.cgi.com. This is a great opportunity to join a winning team. CGI offers a competitive compensation package with opportunities for growth and professional development. Benefits for full-time, permanent members start on the first day of employment and include a paid time-off program and profit participation and stock purchase plans. We wish to thank all applicants for their interest and effort in applying for this position, however, only candidates selected for interviews will be contacted. No unsolicited agency referrals please. All CGI offers of employment in the U.S. are contingent upon the ability to successfully complete a background investigation. Background investigation components can vary depending upon specific assignment, or upon any US government security clearance if required. Qualified applicants will receive consideration for employment without regard to their race, color, religion, sex, gender Identity, sexual orientation, national origin, age, disability, veteran status, pregnancy, or other status protected by law. CGI will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with CGI's legal duty to furnish information. Skills \xa0 Department:  Information Technology\n\t\t]	[]
2017-01-13	Business Analyst	Sharp Decisions	New York, NY	[\nA direct client of Sharp Decisions Inc. is actively looking to bring on a\xa0Business Analyst\xa0to be based in Washington, D.C..A background in Information Security and IT Infrastructure is needed.Responsibilities include:\xa0Analysis and evaluation of user business problems and development of system recommendations to meet requirementsTranslate high-level business requirements into functional specifications for business application developmentInterview end users to obtain and document the detailed business requirements for projectsAssist in the business process redesign and documentation as needed for new technologyCombine understanding of IT and business processes to recommend solutionsAssignments typically include problem definition, evaluation of requirements, and implementation of systems to meet business and user requirementsExperience developing use cases, use case model, supplementary requirements, and business rules is essentialStrong knowledge of MS Project, Excel, MS Word and Visio Drawing tool along with general familiarity with Outlook and other MS Office applications is also requiredExcellent analytical skills and communication skills required. 6+ years of experience\xa0Domain knowledge in the following areas: Microsoft Office 365, Skype for Business, information security, IT infrastructurePlease submit your resume only if you possess the skills required. Be sure to properly articulate the functionality of your background as it pertains to this role.\xa0\n]	[]
2017-02-01	SAP Techno Functional Consultant	Prelude Systems, Inc.	Woodland Hills, CA	[\nWe have a requirement of \u201cSAP Techno Functional Consultant\u201d in Woodland Hills, CA. This is a \xa012 Months Contract position.\xa0Job Requirement\xa05+ years of ABAP development experienceMin. 5-8 years of experience as SAP Consultant and with SAP SDStrong experience in SAP SD PricingStrong experience in SAP SD Master data- Customers, Materials, VendorsFluent in the SAP SD application and in customizingExperience in working with EAI technologies, writing functional specifications.Excellent written and verbal communication skills, ability to communicate effectively to all levels of the organization\xa0If available for the opportunity, Please complete the following details and send back with the updated resume\xa0Full Name:Expected Hourly Rate on W2:Contact Number:Availability:Current City/State:Are you ready for the F2F followed by 1st level telephonic (Y/N) :U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.\xa0Thanks and looking forward to working with you\xa0Best Regards,Antony | Sr.Technical RecruiterPreludesysTel : (949) 269-2250 EXTN:4060antony_s@preludesys.com | www.preludesys.com\n]	[]
